"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations"
"Fanani N.Z.; Cahyani Y.; Putra Y.P.; Hakim L.; Sooai A.G.; Widiastuti I.","Fanani, Nurul Zainal (56596755200); Cahyani, Yeni (60517335300); Putra, Yoga Pradana (60517599000); Hakim, Lukman (60517069500); Sooai, Adri Gabriel (57958160500); Widiastuti, Ika (57216797915)","56596755200; 60517335300; 60517599000; 60517069500; 57958160500; 57216797915","A Teleoperation System of Shallot Watering Robot for Precision Farming","2025","Proceeding of the International Conference on Computer Engineering, Network and Intelligent Multimedia 2025, CENIM 2025","0","10.1109/CENIM67940.2025.11326184","https://www.scopus.com/pages/publications/105033152022?origin=resultslist","Engineering Department, Politeknik Negeri Jember, Jember, Indonesia; Mechatronic Engineering Department Korea University of Technology and Education, Cheonan, South Korea; Computer Science Department, Universitas Katolik Wideya Mandira, Kupang, Indonesia; Information Technology Department Politeknik Negeri Jember, Jember, Indonesia","Fanani N.Z., Engineering Department, Politeknik Negeri Jember, Jember, Indonesia; Cahyani Y., Mechatronic Engineering Department Korea University of Technology and Education, Cheonan, South Korea; Putra Y.P., Engineering Department, Politeknik Negeri Jember, Jember, Indonesia; Hakim L., Engineering Department, Politeknik Negeri Jember, Jember, Indonesia; Sooai A.G., Computer Science Department, Universitas Katolik Wideya Mandira, Kupang, Indonesia; Widiastuti I., Information Technology Department Politeknik Negeri Jember, Jember, Indonesia"
"Rudiyanto B.; Birri M.S.; Widjonarko; Avian C.; Kamal D.M.; Hijriawan M.","Rudiyanto, Bayu (56803934500); Birri, Mochammad Syahrul (58180489100); Widjonarko (57207311794); Avian, Cries (57216978643); Kamal, Dianta Mustofa (55247927000); Hijriawan, Miftah (57208551580)","56803934500; 58180489100; 57207311794; 57216978643; 55247927000; 57208551580","A Genetic Algorithm approach for optimization of geothermal power plant production: Case studies of direct steam cycle in Kamojang","2023","South African Journal of Chemical Engineering","14","10.1016/j.sajce.2023.04.002","https://www.scopus.com/pages/publications/85152260472?origin=resultslist","Energy Engineering Laboratory, Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jl. Mastrip No.164 Krajan Timur, Jember, 68121, Indonesia; Graduate School of Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jl. Mastrip No.164 Krajan Timur, Jember, 68121, Indonesia; Department of Electrical Engineering, Universitas Jember, Jl. Kalimantan 37 Tegalboto, Jember, 68121, Indonesia; Departement of Electronic and Computer Engineering, National Taiwan University of Science and Technology, No.43, Keelung Rd., Sec.4, Da'an Dist., Taipei City, 106335, Taiwan; Department of Mechanical Engineering, Politeknik Negeri Jakarta, Jl. Prof. Dr. G. A. Siwabessy, Depok, 16425, Indonesia; Graduate Program of Mechanical Engineering, Universitas Sebelas Maret, Jl. Ir. Sutami 36, Surakarta, 57126, Indonesia","Rudiyanto B., Energy Engineering Laboratory, Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jl. Mastrip No.164 Krajan Timur, Jember, 68121, Indonesia; Birri M.S., Graduate School of Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jl. Mastrip No.164 Krajan Timur, Jember, 68121, Indonesia; Widjonarko, Department of Electrical Engineering, Universitas Jember, Jl. Kalimantan 37 Tegalboto, Jember, 68121, Indonesia; Avian C., Departement of Electronic and Computer Engineering, National Taiwan University of Science and Technology, No.43, Keelung Rd., Sec.4, Da'an Dist., Taipei City, 106335, Taiwan; Kamal D.M., Department of Mechanical Engineering, Politeknik Negeri Jakarta, Jl. Prof. Dr. G. A. Siwabessy, Depok, 16425, Indonesia; Hijriawan M., Graduate Program of Mechanical Engineering, Universitas Sebelas Maret, Jl. Ir. Sutami 36, Surakarta, 57126, Indonesia"
"Tjahyaningtijas H.P.A.; Rumala D.J.; Angkoso C.V.; Fanani N.Z.; Santoso J.; Sensusiati A.D.; Ooijen P.M.A.V.; Ketut Eddy Purnama I.K.E.; Purnomo M.H.","Tjahyaningtijas, Hapsari Peni Agustin (58028094300); Rumala, Dewinda Julianensi (57221634805); Angkoso, Cucun Very (57191037824); Fanani, Nurul Zainal (56596755200); Santoso, Joan (55734347745); Sensusiati, Anggraini Dwi (57195511114); Ooijen, Peter M.A Van (6603795715); Ketut Eddy Purnama, I.K.E. (35794232900); Purnomo, Mauridhi Hery (6602604153)","58028094300; 57221634805; 57191037824; 56596755200; 55734347745; 57195511114; 6603795715; 35794232900; 6602604153","Brain Tumor Classification in MRI Images Using En-CNN","2021","International Journal of Intelligent Engineering and Systems","27","10.22266/ijies2021.0831.38","https://www.scopus.com/pages/publications/85109189048?origin=resultslist","Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Electrical Engineering Universitas Negeri Surabaya, Surabaya, Indonesia; Department of Informatic Engineering, Universitas Trunojoyo, Madura, Indonesia; Department of Engineering, Politeknik Negeri Jember, Indonesia; Department of Information Technology, Institut Sains dan Teknologi Terpadu Surabaya, Surabaya, Indonesia; Faculty of Medicine, Airlangga University, Surabaya, Indonesia; Department of Radiation Oncology, University Medical Center Groningen, Groningen, Netherlands; Departement of Computer Engineering, UCE AIHeS, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia","Tjahyaningtijas H.P.A., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia, Department of Electrical Engineering Universitas Negeri Surabaya, Surabaya, Indonesia; Rumala D.J., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Angkoso C.V., Department of Informatic Engineering, Universitas Trunojoyo, Madura, Indonesia; Fanani N.Z., Department of Engineering, Politeknik Negeri Jember, Indonesia; Santoso J., Department of Information Technology, Institut Sains dan Teknologi Terpadu Surabaya, Surabaya, Indonesia; Sensusiati A.D., Faculty of Medicine, Airlangga University, Surabaya, Indonesia; Ooijen P.M.A.V., Department of Radiation Oncology, University Medical Center Groningen, Groningen, Netherlands; Ketut Eddy Purnama I.K.E., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia, Departement of Computer Engineering, UCE AIHeS, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Purnomo M.H., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia, Departement of Computer Engineering, UCE AIHeS, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia"
"Nugraheni Y.R.; Awaludin A.; Primatika R.A.; Kartiko B.P.; Dewi D.A.; Ariyadi B.; Arnuphapprasert A.; Nurcahyo W.; Prastowo J.","Nugraheni, Yudhi Ratna (57202464831); Awaludin, Aan (57202426366); Primatika, Roza Azizah (57190940555); Kartiko, Bayu Priyo (58532844300); Dewi, Dias Aprita (57211920046); Ariyadi, Bambang (55184028700); Arnuphapprasert, Apinya (57218515740); Nurcahyo, Wisnu (57211711105); Prastowo, Joko (56386020900)","57202464831; 57202426366; 57190940555; 58532844300; 57211920046; 55184028700; 57218515740; 57211711105; 56386020900","Molecular identification of anopheline mosquitoes in goat farms of Menoreh Highland, Kulon Progo, Yogyakarta","2025","Veterinary Parasitology: Regional Studies and Reports","1","10.1016/j.vprsr.2025.101268","https://www.scopus.com/pages/publications/105003755218?origin=resultslist","Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Jl. Fauna No.2 Karangmalang, Catur Tunggal, Depok, D.I. Yogyakarta, Sleman, 55281, Indonesia; Livestock Production Study Program, Department of Animal Science, Politeknik Negeri Jember, Jl. Mastrip, PO BOX 164, Jawa Timur, Jember, 68121, Indonesia; Department of Veterinary Public Health, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Jl. Fauna No.2 Karangmalang, Catur Tunggal, Depok, D.I. Yogyakarta, Sleman, 55281, Indonesia; Department of Parasitology, Disease Investigation Center, Wates. Jl. Yogyakarta-Wates Km. 27, Giri Peni, Wates, Kulon Progo, Yogyakarta, 55651, Indonesia; Department of Animal Science, Politeknik Pembangunan Pertanian Yogyakarta Magelang, Jl. Magelang-Kopeng km.7, Tegalrejo, Magelang, 56192, Indonesia; Department of Animal Production, Faculty of Animal Science, Universitas Gadjah Mada, Jl. Fauna No. 3, Sleman, Yogyakarta, 55281, Indonesia; Faculty of Veterinary Science, Rajamangala University of Technology Srivijaya, Thailand","Nugraheni Y.R., Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Jl. Fauna No.2 Karangmalang, Catur Tunggal, Depok, D.I. Yogyakarta, Sleman, 55281, Indonesia; Awaludin A., Livestock Production Study Program, Department of Animal Science, Politeknik Negeri Jember, Jl. Mastrip, PO BOX 164, Jawa Timur, Jember, 68121, Indonesia; Primatika R.A., Department of Veterinary Public Health, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Jl. Fauna No.2 Karangmalang, Catur Tunggal, Depok, D.I. Yogyakarta, Sleman, 55281, Indonesia; Kartiko B.P., Department of Parasitology, Disease Investigation Center, Wates. Jl. Yogyakarta-Wates Km. 27, Giri Peni, Wates, Kulon Progo, Yogyakarta, 55651, Indonesia; Dewi D.A., Department of Animal Science, Politeknik Pembangunan Pertanian Yogyakarta Magelang, Jl. Magelang-Kopeng km.7, Tegalrejo, Magelang, 56192, Indonesia; Ariyadi B., Department of Animal Production, Faculty of Animal Science, Universitas Gadjah Mada, Jl. Fauna No. 3, Sleman, Yogyakarta, 55281, Indonesia; Arnuphapprasert A., Faculty of Veterinary Science, Rajamangala University of Technology Srivijaya, Thailand; Nurcahyo W., Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Jl. Fauna No.2 Karangmalang, Catur Tunggal, Depok, D.I. Yogyakarta, Sleman, 55281, Indonesia; Prastowo J., Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Jl. Fauna No.2 Karangmalang, Catur Tunggal, Depok, D.I. Yogyakarta, Sleman, 55281, Indonesia"
"Destarianto P.; Bakri A.; Hertamawati R.T.; Suryana A.L.","Destarianto, P. (57201194515); Bakri, A. (57201196211); Hertamawati, R.T. (57213144748); Suryana, A.L. (57214780373)","57201194515; 57201196211; 57213144748; 57214780373","Development of integrated swab chamber for drive thru Covid19 test system","2021","IOP Conference Series: Earth and Environmental Science","1","10.1088/1755-1315/672/1/012047","https://www.scopus.com/pages/publications/85104262152?origin=resultslist","1Information Technology Department, Politeknik Negeri Jember, Indonesia 2Agricultural Production Department, Politeknik Negeri Jember, Indonesia 3Animal Science Department, Politeknik Negeri Jember, Indonesia 4Health Department, Politeknik Negeri Jember, Indonesia","Destarianto P., 1Information Technology Department, Politeknik Negeri Jember, Indonesia 2Agricultural Production Department, Politeknik Negeri Jember, Indonesia 3Animal Science Department, Politeknik Negeri Jember, Indonesia 4Health Department, Politeknik Negeri Jember, Indonesia; Bakri A., 1Information Technology Department, Politeknik Negeri Jember, Indonesia 2Agricultural Production Department, Politeknik Negeri Jember, Indonesia 3Animal Science Department, Politeknik Negeri Jember, Indonesia 4Health Department, Politeknik Negeri Jember, Indonesia; Hertamawati R.T., 1Information Technology Department, Politeknik Negeri Jember, Indonesia 2Agricultural Production Department, Politeknik Negeri Jember, Indonesia 3Animal Science Department, Politeknik Negeri Jember, Indonesia 4Health Department, Politeknik Negeri Jember, Indonesia; Suryana A.L., 1Information Technology Department, Politeknik Negeri Jember, Indonesia 2Agricultural Production Department, Politeknik Negeri Jember, Indonesia 3Animal Science Department, Politeknik Negeri Jember, Indonesia 4Health Department, Politeknik Negeri Jember, Indonesia"
"Widjonarko; Avian C.; Prakosa S.W.; Rudiyanto B.","Widjonarko (57207311794); Avian, Cries (57216978643); Prakosa, Setya Widyawan (57193220552); Rudiyanto, Bayu (56803934500)","57207311794; 57216978643; 57193220552; 56803934500","PERFORMANCE IMPROVEMENT on MOTOR BLDC SPEED CONTROLLER by USING MULTI CONTROLLER with SUMMATION TECHNIQUE","2021","Journal of Applied Engineering Science","2","10.5937/jaes0-30440","https://www.scopus.com/pages/publications/85121979251?origin=resultslist","Universitas Jember, Engineering Faculty, Electrical Engineering Department, Jember, Indonesia; Politeknik Negeri Jember, Renewable Energy Engineering, Engineering Departement, Jember, Indonesia; National Taiwan University of Science and Technology, Electronic and Computer Engineering, Taipei, Taiwan","Widjonarko, Universitas Jember, Engineering Faculty, Electrical Engineering Department, Jember, Indonesia; Avian C., Politeknik Negeri Jember, Renewable Energy Engineering, Engineering Departement, Jember, Indonesia, National Taiwan University of Science and Technology, Electronic and Computer Engineering, Taipei, Taiwan; Prakosa S.W., Universitas Jember, Engineering Faculty, Electrical Engineering Department, Jember, Indonesia, National Taiwan University of Science and Technology, Electronic and Computer Engineering, Taipei, Taiwan; Rudiyanto B., Politeknik Negeri Jember, Renewable Energy Engineering, Engineering Departement, Jember, Indonesia"
"Sumarsono S.; Sakkinah I.S.; Permanasari A.E.; Pranggono B.","Sumarsono, Surahyo (57214152680); Sakkinah, Intan Sulistyaningrum (57205102270); Permanasari, Adhistya Erna (25825391000); Pranggono, Bernardi (9133690000)","57214152680; 57205102270; 25825391000; 9133690000","Development of a mobile health infrastructure for non-communicable diseases using design science research method: a case study","2023","Journal of Ambient Intelligence and Humanized Computing","9","10.1007/s12652-022-04322-w","https://www.scopus.com/pages/publications/85135259513?origin=resultslist","Department of Health Policy and Management, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Health, Politeknik Negeri Jember, Jember, Indonesia; Department of Electrical and Information Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Engineering and Mathematics, Sheffield Hallam University, Sheffield, United Kingdom","Sumarsono S., Department of Health Policy and Management, Universitas Gadjah Mada, Yogyakarta, Indonesia; Sakkinah I.S., Department of Health, Politeknik Negeri Jember, Jember, Indonesia; Permanasari A.E., Department of Electrical and Information Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia; Pranggono B., Department of Engineering and Mathematics, Sheffield Hallam University, Sheffield, United Kingdom"
"Thahir A.I.A.; Iqbal M.; Maharani S.A.; Syam A.","Thahir, Andi Imam Arundhana (57189491378); Iqbal, Muhammad (57205079465); Maharani, Siti Annisa (57220779638); Syam, Aminuddin (57189846867)","57189491378; 57205079465; 57220779638; 57189846867","The emotional state and physical condition of indonesian college students: An emerging situation during the coronavirus disease-19 crisis in Indonesia","2020","Open Access Macedonian Journal of Medical Sciences","8","10.3889/oamjms.2020.5283","https://www.scopus.com/pages/publications/85097628417?origin=resultslist","Department of Nutrition, Faculty of Public Health, Hasanuddin University, Makassar, Indonesia; Central Clinical School, Faculty of Medicine and Health, The University of Sydney, Sydney, Australia; State Polytechnic of Jember, The Indonesian Ministry of Education and Culture, Jember, Indonesia; Psychological Bureau Daya Potensia Indonesia, Makassar, Indonesia","Thahir A.I.A., Department of Nutrition, Faculty of Public Health, Hasanuddin University, Makassar, Indonesia, Central Clinical School, Faculty of Medicine and Health, The University of Sydney, Sydney, Australia; Iqbal M., State Polytechnic of Jember, The Indonesian Ministry of Education and Culture, Jember, Indonesia; Maharani S.A., Psychological Bureau Daya Potensia Indonesia, Makassar, Indonesia; Syam A., Department of Nutrition, Faculty of Public Health, Hasanuddin University, Makassar, Indonesia"
"Syahniar T.M.; Ridla M.; Jayanegara A.; Samsudin A.A.","Syahniar, Theo Mahiseta (55240155600); Ridla, Muhammad (6602619884); Jayanegara, Anuraga (36967556600); Samsudin, Anjas Asmara (54401635800)","55240155600; 6602619884; 36967556600; 54401635800","Effects of glycerol and chestnut tannin addition in cassava leaves (Manihot esculenta Crantz) on silage quality and in vitro rumen fermentation profiles","2018","Journal of Applied Animal Research","8","10.1080/09712119.2018.1485568","https://www.scopus.com/pages/publications/85054385150?origin=resultslist","Graduate School of Nutrition and Feed Science, Faculty of Animal Science, Bogor Agricultural University, Bogor, Indonesia; Department of Animal Husbandry, State Polytechnic of Jember, Jember, Indonesia; Department of Nutrition and Feed Technology, Faculty of Animal Science, Bogor Agricultural University, Bogor, Indonesia; Department of Animal Science, Faculty of Agriculture, Universiti Putra Malaysia, Serdang, Malaysia; Polytechnic of Agriculture and Animal Husbandry MAPENA, Tuban, Indonesia","Syahniar T.M., Graduate School of Nutrition and Feed Science, Faculty of Animal Science, Bogor Agricultural University, Bogor, Indonesia, Department of Animal Husbandry, State Polytechnic of Jember, Jember, Indonesia, Polytechnic of Agriculture and Animal Husbandry MAPENA, Tuban, Indonesia; Ridla M., Department of Nutrition and Feed Technology, Faculty of Animal Science, Bogor Agricultural University, Bogor, Indonesia; Jayanegara A., Department of Nutrition and Feed Technology, Faculty of Animal Science, Bogor Agricultural University, Bogor, Indonesia; Samsudin A.A., Department of Animal Science, Faculty of Agriculture, Universiti Putra Malaysia, Serdang, Malaysia"
"Lin J.-K.; Wang W.-C.; Tan K.H.; Duong V.D.; Hong T.D.; Nurazaq W.A.; Chiong M.-C.","Lin, Jhe-Kai (57226013515); Wang, Wei-Cheng (55022104100); Tan, Kian Hao (60589392100); Duong, Viet Dung (56492608300); Hong, Thong Duc (60551894400); Nurazaq, Warit Abi (60027730800); Chiong, Meng-Choung (57219095213)","57226013515; 55022104100; 60589392100; 56492608300; 60551894400; 60027730800; 57219095213","Effects of swirl intensity and equivalence ratio on flame stabilization and emissions of premixed NH₃/CH₄ combustion in a swirl combustor","2026","Applied Thermal Engineering","0","10.1016/j.applthermaleng.2026.131091","https://www.scopus.com/pages/publications/105036159046?origin=resultslist","Department of Aeronautics and Astronautics, National Cheng Kung University, Tainan, 70101, Taiwan; School of Aerospace Engineering, University of Engineering and Technology, Vietnam National University, Ha Noi, Viet Nam; Faculty of Transportation Engineering, Ho Chi Minh City University of Technology (HCMUT), Dien Hong Ward, Ho Chi Minh City, 700000, Viet Nam; Vietnam National University Ho Chi Minh City (VNU-HCM), Linh Xuan Ward, Ho Chi Minh City, 700000, Viet Nam; Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jl Mastrib Jember, 68121, Indonesia; Department of Mechanical Engineering, Faculty of Engineering, Technology & Built Environment, UCSI University, Kuala Lumpur, 56000, Malaysia","Lin J.-K., Department of Aeronautics and Astronautics, National Cheng Kung University, Tainan, 70101, Taiwan; Wang W.-C., Department of Aeronautics and Astronautics, National Cheng Kung University, Tainan, 70101, Taiwan; Tan K.H., Department of Aeronautics and Astronautics, National Cheng Kung University, Tainan, 70101, Taiwan; Duong V.D., School of Aerospace Engineering, University of Engineering and Technology, Vietnam National University, Ha Noi, Viet Nam; Hong T.D., Faculty of Transportation Engineering, Ho Chi Minh City University of Technology (HCMUT), Dien Hong Ward, Ho Chi Minh City, 700000, Viet Nam, Vietnam National University Ho Chi Minh City (VNU-HCM), Linh Xuan Ward, Ho Chi Minh City, 700000, Viet Nam; Nurazaq W.A., Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jl Mastrib Jember, 68121, Indonesia; Chiong M.-C., Department of Mechanical Engineering, Faculty of Engineering, Technology & Built Environment, UCSI University, Kuala Lumpur, 56000, Malaysia"
"Budiprasojo A.; Rudiyanto B.; Hariono B.; Seetawan T.","Budiprasojo, Azamataufiq (57218394559); Rudiyanto, Bayu (56803934500); Hariono, Budi (57201194851); Seetawan, Tosawat (10142411600)","57218394559; 56803934500; 57201194851; 10142411600","Problems and Integrating Procedure of Quadcopter with Anemometer for Collect Wind Velocity Data","2020","E3S Web of Conferences","0","10.1051/e3sconf/202019000003","https://www.scopus.com/pages/publications/85092459321?origin=resultslist","Department of Engineering, Politeknik Negeri Jember, Jl. Mastrip 164, Jember, 68101, Indonesia; Department of Agriculture Technology, Politeknik Negeri Jember, Jl. Mastrip 164, Jember, 68101, Indonesia; Faculty of Science and Technology, Sakhon Nakhon Rajabhat University, Sakon Nakhon, 47000, Thailand","Budiprasojo A., Department of Engineering, Politeknik Negeri Jember, Jl. Mastrip 164, Jember, 68101, Indonesia; Rudiyanto B., Department of Engineering, Politeknik Negeri Jember, Jl. Mastrip 164, Jember, 68101, Indonesia; Hariono B., Department of Agriculture Technology, Politeknik Negeri Jember, Jl. Mastrip 164, Jember, 68101, Indonesia; Seetawan T., Faculty of Science and Technology, Sakhon Nakhon Rajabhat University, Sakon Nakhon, 47000, Thailand"
"Nurwahyuningsih; Fatchurrahman D.; Hama S.; Noma S.; Ban T.; Chosa T.; Yasunaga E.","Nurwahyuningsih (59145773600); Fatchurrahman, Danial (57188703719); Hama, Shoko (60612280800); Noma, Satoshi (57195155030); Ban, Takuya (7202924945); Chosa, Tadashi (6601916237); Yasunaga, Eriko (6505821790)","59145773600; 57188703719; 60612280800; 57195155030; 7202924945; 6601916237; 6505821790","Fluorescence fingerprint characterization of O’Neal blueberries from different maturity levels","2026","Postharvest Biology and Technology","0","10.1016/j.postharvbio.2026.114415","https://www.scopus.com/pages/publications/105037651216?origin=resultslist","Department of Agricultural and Environmental Engineering, United Graduate School of Agricultural Science, Tokyo University of Agricultural and Technology, Japan; Department of Agricultural Technology, Politeknik Negeri Jember, Jember, 68121, Indonesia; Dipartimento di Scienze Agrarie, Alimenti, Risorse Naturali e Ingegneria (DAFNE), Università di Foggia, Via Napoli 25, Foggia, 71122, Italy; Department of Environmental and Agricultural Engineering, Graduate School of Agriculture, Tokyo University of Agricultural and Technology, Japan; Field Science Center, Tokyo University of Agriculture and Technology, Japan; Institute of Agriculture, Tokyo University of Agriculture and Technology, Japan; Institute of Global Innovation Research, Tokyo University of Agriculture and Technology, Japan","Nurwahyuningsih, Department of Agricultural and Environmental Engineering, United Graduate School of Agricultural Science, Tokyo University of Agricultural and Technology, Japan, Department of Agricultural Technology, Politeknik Negeri Jember, Jember, 68121, Indonesia; Fatchurrahman D., Dipartimento di Scienze Agrarie, Alimenti, Risorse Naturali e Ingegneria (DAFNE), Università di Foggia, Via Napoli 25, Foggia, 71122, Italy; Hama S., Department of Environmental and Agricultural Engineering, Graduate School of Agriculture, Tokyo University of Agricultural and Technology, Japan; Noma S., Field Science Center, Tokyo University of Agriculture and Technology, Japan; Ban T., Field Science Center, Tokyo University of Agriculture and Technology, Japan; Chosa T., Institute of Agriculture, Tokyo University of Agriculture and Technology, Japan; Yasunaga E., Institute of Agriculture, Tokyo University of Agriculture and Technology, Japan, Institute of Global Innovation Research, Tokyo University of Agriculture and Technology, Japan"
"Santika P.; Fang J.-Y.","Santika, Putri (57214780654); Fang, Jong-Yi (7402965986)","57214780654; 7402965986","Synseed germination, conversion, and acclimatization of seedless watermelon ‘Quality’","2024","In Vitro Cellular and Developmental Biology - Plant","0","10.1007/s11627-023-10403-y","https://www.scopus.com/pages/publications/85180900409?origin=resultslist","Department of Agricultural Production, Politeknik Negeri Jember, East Java, Jember, 68121, Indonesia; Department of Tropical Agriculture and International Cooperation, National Pingtung University of Science and Technology, No.1 Shueh Fu Road, Pingtung, Neipu, Taiwan","Santika P., Department of Agricultural Production, Politeknik Negeri Jember, East Java, Jember, 68121, Indonesia; Fang J.-Y., Department of Tropical Agriculture and International Cooperation, National Pingtung University of Science and Technology, No.1 Shueh Fu Road, Pingtung, Neipu, Taiwan"
"Widodo H.P.; Cirocki A.","Widodo, Handoyo Puji (55532310300); Cirocki, Andrzej (55605512900)","55532310300; 55605512900","Innovation and creativity in ELT methodology","2011","Innovation and Creativity in ELT Methodology","0","","https://www.scopus.com/pages/publications/84895349417?origin=resultslist","Department of Language, Communication, and Tourism, Politeknik Negeri Jember, East Java, Indonesia; Institute of English, University of Gdansk, Poland","Widodo H.P., Department of Language, Communication, and Tourism, Politeknik Negeri Jember, East Java, Indonesia; Cirocki A., Institute of English, University of Gdansk, Poland"
"Ali B.T.I.; Kusumawati Y.; Jaafar J.; Sulistiono D.O.; Widiastuti N.","Ali, Badrut Tamam Ibnu (57464441100); Kusumawati, Yuly (56165297400); Jaafar, Juhana (50261750000); Sulistiono, Dety Oktavia (57199306061); Widiastuti, Nurul (23020412700)","57464441100; 56165297400; 50261750000; 57199306061; 23020412700","Low-cost membrane from polyethylene terephthalate bottle waste for water purification and chromium removal: modification and application","2023","RSC Advances","12","10.1039/d3ra00827d","https://www.scopus.com/pages/publications/85151046436?origin=resultslist","Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Jl. Arif Rahman Hakim, Kampus ITS Keputih-Sukolilo, Surabaya, 60111, Indonesia; Advanced Membrane Technology Research Centre (AMTEC), Universiti Teknologi Malaysia, Skudai, Johor Bahru, 81310, Malaysia; Automotive Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia","Ali B.T.I., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Jl. Arif Rahman Hakim, Kampus ITS Keputih-Sukolilo, Surabaya, 60111, Indonesia; Kusumawati Y., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Jl. Arif Rahman Hakim, Kampus ITS Keputih-Sukolilo, Surabaya, 60111, Indonesia; Jaafar J., Advanced Membrane Technology Research Centre (AMTEC), Universiti Teknologi Malaysia, Skudai, Johor Bahru, 81310, Malaysia; Sulistiono D.O., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Jl. Arif Rahman Hakim, Kampus ITS Keputih-Sukolilo, Surabaya, 60111, Indonesia, Automotive Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Widiastuti N., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Jl. Arif Rahman Hakim, Kampus ITS Keputih-Sukolilo, Surabaya, 60111, Indonesia"
"Pambudi N.A.; Nanda I.R.; Putri A.E.; Salsala R.N.; Aziz M.; Rudiyanto B.; Wiyono A.","Pambudi, Nugroho Agung (37028993700); Nanda, Iksan Riva (58010041000); Putri, Alisya Eka (59244789900); Salsala, Robby Nur (59244996600); Aziz, Muhammad (56436934500); Rudiyanto, Bayu (56803934500); Wiyono, Apri (57200074311)","37028993700; 58010041000; 59244789900; 59244996600; 56436934500; 56803934500; 57200074311","An experimental investigation of various trickle collector structures to enhance solar water heater efficiency","2024","Cleaner Engineering and Technology","13","10.1016/j.clet.2024.100789","https://www.scopus.com/pages/publications/85200374892?origin=resultslist","Department of Mechanical Engineering Education, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Department of Metallurgical and Materials Engineering, Universitas Indonesia, Depok, 16424, Indonesia; Institute of Industrial Science, The University of Tokyo, 4-6-1 Komaba, Meguro-ku, Tokyo, 153-8505, Japan; Energy Engineering Laboratory, Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jl. Mastrip No.164 Krajan Timur, Jember, 68121, Indonesia; Department of Automotive Engineering Education, Faculty of Technology and Vocational Education, Indonesia University of Education, Setiabudi No.229, Bandung, 40154, Indonesia","Pambudi N.A., Department of Mechanical Engineering Education, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Nanda I.R., Department of Metallurgical and Materials Engineering, Universitas Indonesia, Depok, 16424, Indonesia; Putri A.E., Department of Mechanical Engineering Education, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Salsala R.N., Department of Mechanical Engineering Education, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Aziz M., Institute of Industrial Science, The University of Tokyo, 4-6-1 Komaba, Meguro-ku, Tokyo, 153-8505, Japan; Rudiyanto B., Energy Engineering Laboratory, Department of Renewable Energy Engineering, Politeknik Negeri Jember, Jl. Mastrip No.164 Krajan Timur, Jember, 68121, Indonesia; Wiyono A., Department of Automotive Engineering Education, Faculty of Technology and Vocational Education, Indonesia University of Education, Setiabudi No.229, Bandung, 40154, Indonesia"
